batch,time
2496,4250
2497,3917
2498,3708
2499,3709
2500,3833
2501,3708
2502,3708
2503,3709
2504,3709
2505,4333
2506,3667
2507,3708
2508,3750
2509,3750
2510,3708
2511,3708
2512,3708
2513,4250
2514,3750
2515,4334
2516,4250
2517,3958
2518,3709
2519,3833
2520,3958
2521,4625
2522,3709
2523,4375
2524,4000
2525,3750
2526,3750
2527,3708
2528,3708
2529,4333
2530,4000
2531,3708
2532,3708
2533,3709
2534,3750
2535,3750
2536,3791
2537,4458
2538,3709
2539,3708
2540,3708
2541,3750
2542,3750
2543,3708
2544,3666
2545,3709
2546,4250
2547,3709
2548,3708
2549,3791
2550,3708
2551,3708
2552,3708
2553,3959
2554,4500
2555,3792
2556,3750
2557,3666
2558,3709
2559,3667
2560,3750
2561,3750
2562,4209
2563,3666
2564,3709
2565,3708
2566,3709
2567,3708
2568,4000
2569,3792
2570,4500
2571,4125
2572,4333
2573,3709
2574,3875
2575,3667
2576,3666
2577,3750
2578,4583
2579,3875
2580,3708
2581,3834
2582,3750
2583,3708
2584,3708
2585,3709
2586,3708
2587,4250
2588,3708
2589,3709
2590,3708
2591,3917
2592,3667
2593,3708
2594,3792
2595,4459
2596,3875
2597,4208
2598,3750
2599,3667
2600,3667
2601,3709
2602,3958
2603,4542
2604,3833
2605,3708
2606,3708
2607,3709
2608,3750
2609,4666
2610,3750
2611,4542
2612,3708
2613,3916
2614,3708
2615,4000
2616,3708
2617,3834
2618,3708
2619,4291
2620,3709
2621,3708
2622,3709
2623,3708
2624,3959
2625,3750
2626,3708
2627,4166
2628,3958
2629,3708
2630,3834
2631,4000
2632,3750
2633,3709
2634,3958
2635,3750
2636,4250
2637,4208
2638,3750
2639,3708
2640,3791
2641,3833
2642,3792
2643,3833
2644,4291
2645,3750
2646,4000
2647,3875
2648,3791
2649,3833
2650,3708
2651,3875
2652,4625
2653,4250
2654,4000
2655,3750
2656,3709
2657,3708
2658,4042
2659,3708
2660,4500
2661,3750
2662,3750
2663,3917
2664,4000
2665,3750
2666,3875
2667,3750
2668,4375
2669,3833
2670,3750
2671,3750
2672,3750
2673,3667
2674,4083
2675,4083
2676,3708
2677,4583
2678,3833
2679,3958
2680,3917
2681,3750
2682,3666
2683,3708
2684,3708
2685,4458
2686,4041
2687,3833
2688,3709
2689,4000
2690,3708
2691,3750
2692,3875
2693,4417
2694,3834
2695,3708
2696,3750
2697,3708
2698,3709
2699,3708
2700,3750
2701,4333
2702,4000
2703,3958
2704,3750
2705,3791
2706,4000
2707,3708
2708,3792
2709,4750
2710,3916
2711,3708
2712,4084
2713,3750
2714,3667
2715,3791
2716,3708
2717,3875
2718,4875
2719,3917
2720,3666
2721,3750
2722,4042
2723,4208
2724,3709
2725,3750
2726,4541
2727,3708
2728,3709
2729,3708
2730,3792
2731,3709
2732,3750
2733,3709
2734,4417
2735,3750
2736,3667
2737,3708
2738,4000
2739,3708
2740,3708
2741,3708
2742,4375
2743,3708
2744,4083
2745,3750
2746,3708
2747,3917
2748,3709
2749,3792
2750,4541
2751,4084
2752,3875
2753,3708
2754,3917
2755,3709
2756,3916
2757,3958
2758,3667
2759,4291
2760,3666
2761,3750
2762,3792
2763,3833
2764,3958
2765,4000
2766,4083
2767,4417
2768,3667
2769,3750
2770,3958
2771,3709
2772,3750
2773,3834
2774,3792
2775,4333
2776,3916
2777,3833
2778,3750
2779,3959
2780,3792
2781,3958
2782,3709
2783,4708
2784,3708
2785,4000
2786,3875
2787,3958
2788,3708
2789,3791
2790,3833
2791,4667
2792,3958
2793,3709
2794,3708
2795,3750
2796,3750
2797,3833
2798,3708
2799,3875
2800,4416
2801,3709
2802,3708
2803,3708
2804,3708
2805,3708
2806,3667
2807,3750
2808,4250
2809,3833
2810,3959
2811,3708
2812,3750
2813,3750
2814,3750
2815,3750
2816,4292
2817,3750
2818,4000
2819,3875
2820,3750
2821,3750
2822,3708
2823,3916
2824,4291
2825,3708
2826,3709
2827,3708
2828,3750
2829,3750
2830,3750
2831,3666
2832,4375
2833,3709
2834,4167
2835,4334
2836,3708
2837,3750
2838,3875
2839,3709
2840,4292
2841,4000
2842,3833
2843,3709
2844,3708
2845,4000
2846,3708
2847,3959
2848,3666
2849,4333
2850,3708
2851,3750
2852,3667
2853,3708
2854,3958
2855,3709
2856,3667
2857,4292
2858,3750
2859,3709
2860,3708
2861,3709
2862,3667
2863,3750
2864,3708
2865,4334
2866,3708
2867,3916
2868,3667
2869,3709
2870,3708
2871,3708
2872,3708
2873,4333
2874,3708
2875,3750
2876,3792
2877,3709
2878,3792
2879,3708
2880,3750
2881,4334
2882,3833
2883,4000
2884,3750
2885,4000
2886,3667
2887,3917
2888,3958
2889,3708
2890,4375
2891,3958
2892,4084
2893,3792
2894,4000
2895,3708
2896,4000
2897,3708
2898,4708
2899,3750
2900,3708
2901,3875
2902,3792
2903,4042
2904,3750
2905,3667
2906,4375
2907,3708
2908,3709
2909,3708
2910,3750
2911,3709
2912,3875
2913,3917
2914,4583
2915,4166
2916,3708
2917,3750
2918,3917
2919,3917
2920,4042
2921,3750
2922,4417
2923,3708
2924,3875
2925,3708
2926,3958
2927,3875
2928,3750
2929,3750
2930,3958
2931,4208
2932,3708
2933,3833
2934,3709
2935,4125
2936,3875
2937,3875
2938,3708
2939,4458
2940,3708
2941,3958
2942,3792
2943,3917
2944,3750
2945,3875
2946,3791
2947,4375
2948,3750
2949,3750
2950,3709
2951,3708
2952,4000
2953,3875
2954,3708
2955,4458
2956,3750
2957,3709
2958,3750
2959,3750
2960,3750
2961,3708
2962,3750
2963,4708
2964,3916
2965,3916
2966,4000
2967,3792
2968,3709
2969,3708
2970,3708
2971,3708
2972,4250
2973,3750
2974,3708
2975,3709
2976,3708
2977,3791
2978,4167
2979,3708
2980,4291
2981,3750
2982,3666
2983,3750
2984,3875
2985,3791
2986,3750
2987,3750
2988,4375
2989,3917
2990,3750
2991,3708
2992,3750
2993,3666
2994,3959
2995,3708
2996,4542
2997,3875
2998,3709
2999,3791
3000,3708
3001,3916
3002,3667
3003,3708
3004,4375
3005,3708
3006,3750
3007,3750
3008,3709
3009,3708
3010,3709
3011,3750
3012,4041
3013,4292
3014,4292
3015,3833
3016,3917
3017,3917
3018,3709
3019,3667
3020,3750
3021,4542
3022,3667
3023,3959
3024,3708
3025,3709
3026,3916
3027,3917
3028,3667
3029,4458
3030,3708
3031,3958
3032,3666
3033,3750
3034,3625
3035,3875
3036,3792
3037,4583
3038,3750
3039,3875
3040,3667
3041,3792
3042,3750
3043,3833
3044,3667
3045,4750
3046,4000
3047,3958
3048,3792
3049,3792
3050,3709
3051,4084
3052,4167
3053,4166
3054,3959
3055,3875
3056,3666
3057,3708
3058,3792
3059,3750
3060,3917
3061,4000
3062,4333
3063,3709
3064,4583
3065,3666
3066,3958
3067,3875
3068,3750
3069,3875
3070,4458
3071,4041
3072,3709
3073,3833
3074,4083
3075,3834
3076,3708
3077,3834
3078,4583
3079,3750
3080,3958
3081,3709
3082,4041
3083,3792
3084,3792
3085,3958
3086,4625
3087,3708
3088,3875
3089,4084
3090,3833
3091,3917
3092,3916
3093,3875
3094,4166
3095,3875
3096,3750
3097,3708
3098,4083
3099,3792
3100,3750
3101,3750
3102,3708
3103,4291
3104,4000
3105,3708
3106,4209
3107,3709
3108,3917
3109,3750
3110,3916
3111,4292
3112,3750
3113,3750
3114,3708
3115,3708
3116,4000
3117,3667
3118,3708
3119,4333
3120,3750
3121,4125
3122,3750
3123,3750
3124,3708
3125,4417
3126,3750
3127,3750
3128,3791
3129,3791
3130,4125
3131,4750
3132,3750
3133,3875
3134,3708
3135,4084
3136,3709
3137,3708
3138,3875
3139,4333
3140,3709
3141,3708
3142,3833
3143,3708
3144,4000
3145,3833
3146,3708
3147,4292
3148,4125
3149,4125
3150,3709
3151,3750
3152,3709
3153,3708
3154,3708
3155,3750
3156,4458
3157,3875
3158,3667
3159,3792
3160,3834
3161,3917
3162,4083
3163,3750
3164,5167
3165,3792
3166,3875
3167,3875
3168,3834
3169,3917
3170,3875
3171,4292
3172,4833
3173,3666
3174,3750
3175,3958
3176,4000
3177,3708
3178,3750
3179,4083
3180,4667
3181,3750
3182,4250
3183,3875
3184,3708
3185,4250
3186,3792
3187,3792
3188,4375
3189,4125
3190,3833
3191,4000
3192,4125
3193,3708
3194,3792
3195,4000
3196,4250
3197,4666
3198,4166
3199,3875
3200,4125
3201,4042
3202,3792
3203,3792
3204,4250
3205,5292
3206,4209
3207,4500
3208,3709
3209,3959
3210,3792
3211,3666
3212,3792
3213,4375
3214,3791
3215,3959
3216,3708
3217,3750
3218,3709
3219,3750
3220,3875
3221,4500
3222,3792
3223,4333
3224,4292
3225,4083
3226,3750
3227,3833
3228,4000
3229,4333
3230,4083
3231,3916
3232,3750
3233,3875
3234,4125
3235,3792
3236,3792
3237,3750
3238,4667
3239,4167
3240,3875
3241,3625
3242,3708
3243,3875
3244,3833
3245,3708
3246,4417
3247,3958
3248,3709
3249,3708
3250,3750
3251,3875
3252,3708
3253,4041
3254,4209
3255,3917
3256,3708
3257,3667
3258,3667
3259,3708
3260,7209
3261,3708
3262,4542
3263,3667
3264,3709
3265,3709
3266,3708
3267,3708
3268,3667
3269,3709
3270,4333
3271,3917
3272,3791
3273,3917
3274,3750
3275,3667
3276,3958
3277,3708
3278,4083
3279,3958
3280,3708
3281,3708
3282,3708
3283,4083
3284,3959
3285,3666
3286,3709
3287,4375
3288,3792
3289,3709
3290,4042
3291,3750
3292,3667
3293,3750
3294,3666
3295,4375
3296,3708
3297,3792
3298,3709
3299,3708
3300,3666
3301,3709
3302,3708
3303,4792
3304,3792
3305,3750
3306,3750
3307,3750
3308,3875
3309,3750
3310,3709
3311,4333
3312,3709
3313,3791
3314,3708
3315,4042
3316,3709
3317,3833
3318,3667
3319,4208
3320,3917
3321,4000
3322,3875
3323,4125
3324,3917
3325,3958
3326,4083
3327,3917
3328,5042
3329,3833
3330,3708
3331,4166
3332,3667
3333,3875
3334,3834
3335,3708
3336,4458
3337,3792
3338,3833
3339,3791
3340,3917
3341,3959
3342,3708
3343,3750
3344,4375
3345,3708
3346,3791
3347,3750
3348,3833
3349,3750
3350,3709
3351,3708
3352,4583
3353,3708
3354,3792
3355,3709
3356,3916
3357,3750
3358,3750
3359,3750
3360,4250
3361,3709
3362,3791
3363,3750
3364,3708
3365,3750
3366,3750
3367,3708
3368,3750
3369,4417
3370,3750
3371,3750
3372,3958
3373,3959
3374,3792
3375,3708
3376,3708
3377,4625
3378,3916
3379,3750
3380,3750
3381,4000
3382,3750
3383,4083
3384,3875
3385,4334
3386,3708
3387,4209
3388,3709
3389,3791
3390,3792
3391,3666
3392,4042
3393,4792
3394,3708
3395,3750
3396,3709
3397,3792
3398,3750
3399,3709
3400,3708
3401,4250
3402,3708
3403,3750
3404,4125
3405,4166
3406,3791
3407,3708
3408,3709
3409,3750
3410,4375
3411,3709
3412,4000
3413,3750
3414,3750
3415,3708
3416,3750
3417,3750
3418,4583
3419,4000
3420,3792
3421,3750
3422,3958
3423,3708
3424,3708
3425,3667
3426,4292
3427,3709
3428,3833
3429,3875
3430,3958
3431,4042
3432,3792
3433,3709
3434,5125
3435,3791
3436,4167
3437,4042
3438,3959
3439,4292
3440,4292
3441,3708
3442,4583
3443,3958
3444,4333
3445,4208
3446,4834
3447,3959
3448,3709
3449,3833
3450,3959
3451,4833
3452,3958
3453,3792
3454,3708
3455,4208
3456,3750
3457,3917
3458,3708
3459,4459
3460,3750
3461,4042
3462,3708
3463,3709
3464,3750
3465,3792
3466,3917
3467,4292
3468,4042
3469,4125
3470,4041
3471,3958
3472,4042
3473,3792
3474,3667
3475,4333
3476,3750
3477,3875
3478,3792
3479,4041
3480,3958
3481,3750
3482,3750
3483,4458
3484,3666
3485,4083
3486,3750
3487,3958
3488,3708
3489,3750
3490,4000
3491,4208
3492,4416
3493,3875
3494,3833
3495,3792
3496,3750
3497,3833
3498,3750
3499,3792
3500,4500
3501,3708
3502,3792
3503,3750
3504,3875
3505,3834
3506,3709
3507,3958
3508,4416
3509,3709
3510,3750
3511,4000
3512,3833
3513,3833
3514,4500
3515,3875
3516,4583
3517,3750
3518,3917
3519,3750
3520,3834
3521,3709
3522,3875
3523,3834
3524,4542
3525,4000
3526,4084
3527,3708
3528,3834
3529,3708
3530,3833
3531,3792
3532,4292
3533,3959
3534,3834
3535,3708
3536,3709
3537,3750
3538,3750
3539,3708
3540,3709
3541,4375
3542,3833
3543,3834
3544,3875
3545,3750
3546,3709
3547,3708
3548,4084
3549,4375
3550,3833
3551,3792
3552,3917
3553,3875
3554,3917
3555,3833
3556,3750
3557,4417
3558,3917
3559,3958
3560,3709
3561,3750
3562,4083
3563,3833
3564,3750
3565,4417
3566,4000
3567,4166
3568,3917
3569,3875
3570,3833
3571,3959
3572,3708
3573,4250
3574,3750
3575,3708
3576,3917
3577,3834
3578,3958
3579,3708
3580,3834
3581,3834
3582,4334
3583,3708
3584,4083
3585,3750
3586,3708
3587,3833
3588,3958
3589,3708
3590,4292
3591,3875
3592,3709
3593,3791
3594,3750
3595,3708
3596,3750
3597,3708
3598,4292
3599,3708
3600,3709
3601,3750
3602,3750
3603,3959
3604,3750
3605,4000
3606,4334
3607,3708
3608,3709
3609,3833
3610,3875
3611,3708
3612,4000
3613,3750
3614,4333
3615,3791
3616,3750
3617,3750
3618,3750
3619,3708
3620,3708
3621,3792
3622,3792
3623,4417
3624,3875
3625,3709
3626,3750
3627,3708
3628,3791
3629,3708
3630,3792
3631,4333
3632,3750
3633,3792
3634,4083
3635,4334
3636,3708
3637,3917
3638,3791
3639,4291
3640,3708
3641,3916
3642,3791
3643,3750
3644,3916
3645,3791
3646,3833
3647,4875
3648,3750
3649,3750
3650,3709
3651,3917
3652,3708
3653,4083
3654,3875
3655,4834
3656,3708
3657,3833
3658,4084
3659,3750
3660,3708
3661,3750
3662,3708
3663,3667
3664,4250
3665,3708
3666,3959
3667,3750
3668,3709
3669,3750
3670,3750
3671,3834
3672,4459
3673,4125
3674,3792
3675,3708
3676,3916
3677,4042
3678,3792
3679,3708
3680,4459
3681,3708
3682,3875
3683,3833
3684,3708
3685,3875
3686,3833
3687,3750
3688,4416
3689,4125
3690,4250
3691,4041
3692,4000
3693,3750
3694,3750
3695,3708
3696,4542
3697,3875
3698,4000
3699,3833
3700,4083
3701,3792
3702,3916
3703,4166
3704,4416
3705,4084
3706,3792
3707,3833
3708,3959
3709,3875
3710,3833
3711,4375
3712,3750
3713,4500
3714,4417
3715,3750
3716,3709
3717,3750
3718,3708
3719,3833
3720,3833
3721,4417
3722,3875
3723,3792
3724,3708
3725,3709
3726,3708
3727,3709
3728,3750
3729,4292
3730,3708
3731,3792
3732,3791
3733,3833
3734,3750
3735,4209
3736,3750
3737,4417
3738,3667
3739,3708
3740,3750
3741,3917
3742,3792
3743,3750
3744,3750
3745,4209
3746,3916
3747,4209
3748,3958
3749,3709
3750,3792
3751,3750
3752,3792
3753,3750
3754,4417
3755,3708
3756,3708
3757,3708
3758,3750
3759,3625
3760,3917
3761,3833
3762,4375
3763,3750
3764,3958
3765,3708
3766,3792
3767,3833
3768,3708
3769,3750
3770,4709
3771,3833
3772,3958
3773,3667
3774,3791
3775,3708
3776,3750
3777,3791
3778,4458
3779,3750
3780,3750
3781,3833
3782,3709
3783,3750
3784,3833
3785,3833
3786,4625
3787,3792
3788,3792
3789,3708
3790,3833
3791,4000
3792,3875
3793,3875
3794,3750
3795,4333
3796,3709
3797,4583
3798,3916
3799,3959
3800,4042
3801,4292
3802,4291
3803,5083
3804,3833
3805,3750
3806,4875
3807,5000
3808,4042
3809,3750
3810,3708
3811,4458
3812,4000
3813,3709
3814,4166
3815,3750
3816,3959
3817,4500
3818,4708
3819,4583
3820,3875
3821,3750
3822,3875
3823,3750
3824,3667
3825,3709
3826,3750
3827,4375
3828,4125
3829,3792
3830,3708
3831,3709
3832,3750
3833,3708
3834,3750
3835,4042
3836,4375
3837,3709
3838,3750
3839,3709
3840,3708
3841,3708
3842,3834
3843,3750
3844,4292
3845,3792
3846,3833
3847,3750
3848,3666
3849,3708
3850,4000
3851,3834
3852,4208
3853,3750
3854,3917
3855,3708
3856,3750
3857,3708
3858,4000
3859,3833
3860,4250
3861,3708
3862,3750
3863,3917
3864,3958
3865,3667
3866,3834
3867,3750
3868,4250
3869,3875
3870,3958
3871,3875
3872,3750
3873,3875
3874,4125
3875,3917
3876,3708
3877,4250
3878,3833
3879,4042
3880,4375
3881,3708
3882,3959
3883,3875
3884,4209
3885,4500
3886,3916
3887,4166
3888,3750
3889,3792
3890,3833
3891,3791
3892,3708
3893,4625
3894,3833
3895,3917
3896,4250
3897,4041
3898,3834
3899,3917
3900,3875
3901,4875
3902,3875
3903,3917
3904,4667
3905,3792
3906,3917
3907,3834
3908,3917
3909,4458
3910,3958
3911,3917
3912,4167
3913,4250
3914,4083
3915,3791
3916,3875
3917,4708
3918,4041
3919,3916
3920,3916
3921,3791
3922,3958
3923,3834
3924,3875
3925,3875
3926,4417
3927,3875
3928,4000
3929,4250
3930,3917
3931,3875
3932,4167
3933,4208
3934,4375
3935,3916
3936,3708
3937,3833
3938,3875
3939,3875
3940,4000
3941,3750
3942,4500
3943,3875
3944,4167
3945,3917
3946,3792
3947,3916
3948,4291
3949,3833
3950,4875
3951,4125
3952,4000
3953,3875
3954,4417
3955,3708
3956,3917
3957,3917
3958,4417
3959,3875
3960,3833
3961,3875
3962,3708
3963,3833
3964,3792
3965,4125
3966,3917
3967,4541
3968,3875
3969,3916
3970,4250
3971,3875
3972,3833
3973,3916
3974,3875
3975,4875
3976,3833
3977,3958
3978,4125
3979,3833
3980,3667
3981,3917
3982,3750
3983,4417
3984,3750
3985,3750
3986,3750
3987,3791
3988,3875
3989,3792
3990,3750
3991,4542
3992,3833
3993,3708
3994,3750
3995,3875
3996,3709
3997,3875
3998,3709
3999,4292
4000,3750
4001,3750
4002,3708
4003,3959
4004,3708
4005,3709
4006,3750
4007,3709
4008,4375
4009,3750
4010,3709
4011,3792
4012,3750
4013,3708
4014,3875
4015,3750
4016,4500
4017,3708
4018,4000
4019,3750
4020,3833
4021,3708
4022,3750
4023,3833
4024,4500
4025,3833
4026,3959
4027,4292
4028,4291
4029,4083
4030,3917
4031,4042
4032,4292
4033,4000
4034,3959
4035,4125
4036,3875
4037,3834
4038,3875
4039,4041
4040,5458
4041,4083
4042,4125
4043,3875
4044,4250
4045,3708
4046,4166
4047,4416
4048,4292
4049,4625
4050,4417
4051,3750
4052,3667
4053,3792
4054,3708
4055,3875
4056,3709
4057,4458
4058,3708
4059,4084
4060,3667
4061,3750
4062,3708
4063,3750
4064,3708
4065,4375
4066,3958
4067,3667
4068,3750
4069,3708
4070,3916
4071,4459
4072,4250
4073,4584
4074,3875
4075,3708
4076,4333
4077,3875
4078,3958
4079,3708
4080,3834
4081,4666
4082,4125
4083,3917
4084,3792
4085,3709
4086,4333
4087,3791
4088,3708
4089,4250
4090,4209
4091,3958
4092,3875
4093,3792
4094,3916
4095,3667
4096,3709
4097,3666
4098,4250
4099,3709
4100,3833
4101,3750
4102,3958
4103,3792
4104,3833
4105,3750
4106,4250
4107,3708
4108,3708
4109,3875
4110,3833
4111,3667
4112,3708
4113,3709
4114,4416
4115,3834
4116,3750
4117,3709
4118,3708
4119,4083
4120,3833
4121,3709
4122,4333
4123,3958
4124,3791
4125,3750
4126,3875
4127,3750
4128,3917
4129,3875
4130,4209
4131,4000
4132,3750
4133,4208
4134,3750
4135,4000
4136,3917
4137,3750
4138,3709
4139,4291
4140,3708
4141,3750
4142,4125
4143,3833
4144,3750
4145,3708
4146,3708
4147,4458
4148,3750
4149,3750
4150,3708
4151,3750
4152,3833
4153,3750
4154,3875
4155,4583
4156,3709
4157,4000
4158,3958
4159,3708
4160,3833
4161,3750
4162,3708
4163,4292
4164,3750
4165,3750
4166,3750
4167,4125
4168,4000
4169,3875
4170,4167
4171,4625
4172,4084
4173,3709
4174,3750
4175,3708
4176,3792
4177,3709
4178,3708
4179,3750
4180,4333
4181,3792
4182,3959
4183,3958
4184,3791
4185,3708
4186,3667
4187,3708
4188,4500
4189,3708
4190,3916
4191,3750
4192,3708
4193,3750
4194,3958
4195,3959
4196,4750
4197,3750
4198,3750
4199,3917
4200,4083
4201,3750
4202,3750
4203,3750
4204,4375
4205,3917
4206,3958
4207,3666
4208,3708
4209,3792
4210,3708
4211,3917
4212,4292
4213,4000
4214,3833
4215,3750
4216,3750
4217,3750
4218,3750
4219,3666
4220,3750
4221,4416
4222,3958
4223,3709
4224,3833
4225,3708
4226,3833
4227,4083
4228,3750
4229,4250
4230,3792
4231,3750
4232,3958
4233,3750
4234,3750
4235,3709
4236,3917
4237,4542
4238,3708
4239,3708
4240,3750
4241,3750
4242,3750
4243,3833
4244,3709
4245,4333
4246,3917
4247,4209
4248,3750
4249,3833
4250,3708
4251,4000
4252,3709
4253,4375
4254,3917
4255,3833
4256,3750
4257,3792
4258,3917
4259,3833
4260,3750
4261,3792
4262,4250
4263,4083
4264,3667
4265,3667
4266,3917
4267,3834
4268,3875
4269,3750
4270,4542
4271,3792
4272,3750
4273,3833
4274,3959
4275,3833
4276,3750
4277,3792
4278,4292
4279,4000
4280,3792
4281,3709
4282,3875
4283,3792
4284,3958
4285,4208
4286,4667
4287,3833
4288,3750
4289,3708
4290,3750
4291,3708
4292,3750
4293,3875
4294,4375
4295,3708
4296,3791
4297,3792
4298,3917
4299,3708
4300,4000
4301,3750
4302,4083
4303,4166
4304,4125
4305,3708
4306,3708
4307,3708
4308,3708
4309,3750
4310,3916
4311,4208
4312,3875
4313,3709
4314,3750
4315,3792
4316,3750
4317,3792
4318,3833
4319,4500
4320,3833
4321,3833
4322,3709
4323,3708
4324,3708
4325,3750
4326,3750
4327,4458
4328,4041
4329,4000
4330,4042
4331,3791
4332,3750
4333,3666
4334,3791
4335,4375
4336,3750
4337,4000
4338,3958
4339,3833
4340,3708
4341,3750
4342,3750
4343,4291
4344,4000
4345,3875
4346,3958
4347,3708
4348,4042
4349,3833
4350,3792
4351,3708
4352,4125
4353,3708
4354,3667
4355,3875
4356,3708
4357,3750
4358,3833
4359,4000
4360,4542
4361,3833
4362,3708
4363,3792
4364,3750
4365,3708
4366,3834
4367,3792
4368,4708
4369,3750
4370,3875
4371,3750
4372,3834
4373,3709
4374,3792
4375,3917
4376,4417
4377,3708
4378,3792
4379,3875
4380,3792
4381,3792
4382,3750
4383,3709
4384,4291
4385,4208
4386,4083
4387,3750
4388,3750
4389,3708
4390,4084
4391,4250
4392,3709
4393,4375
4394,3834
4395,3917
4396,3708
4397,3833
4398,3750
4399,3708
4400,3833
4401,4417
4402,3708
4403,3709
4404,4083
4405,3750
4406,3708
4407,4125
4408,4292
4409,4459
4410,3791
4411,4042
4412,3750
4413,3791
4414,3916
4415,3833
4416,3750
4417,4292
4418,3750
4419,4041
4420,3750
4421,4000
4422,3750
4423,4041
4424,3708
4425,4375
4426,3750
4427,3750
4428,3708
4429,3708
4430,3791
4431,3708
4432,3750
4433,3709
4434,4334
4435,3833
4436,3708
4437,3709
4438,3708
4439,3916
4440,3833
4441,3750
4442,4375
4443,3833
4444,3917
4445,3708
4446,3750
4447,3833
4448,3709
4449,3833
4450,4375
4451,4167
4452,3709
4453,3708
4454,4000
4455,3708
4456,3750
4457,3792
4458,4667
4459,3791
4460,3709
4461,3792
4462,3750
4463,3708
4464,3708
4465,3791
4466,4250
4467,3750
4468,3792
4469,3708
4470,3708
4471,3750
4472,3750
4473,3958
4474,3917
4475,4292
4476,3958
4477,3708
4478,3709
4479,4000
4480,3708
4481,3750
4482,3750
4483,4416
4484,3709
4485,3750
4486,4292
4487,4625
4488,3750
4489,3709
4490,4083
4491,4375
4492,3750
4493,4166
4494,3708
4495,3875
4496,3875
4497,3875
4498,3958
4499,7084
4500,6333
4501,5500
4502,5750
4503,4917
4504,3708
4505,3708
4506,3709
4507,4500
4508,4041
4509,3708
4510,3750
4511,3667
4512,3750
4513,3708
4514,3708
4515,4125
4516,3916
4517,3791
4518,3667
4519,4000
4520,3750
4521,3708
4522,3750
4523,3834
4524,4459
4525,3750
4526,3791
4527,4125
4528,4042
4529,4042
4530,3750
4531,3750
4532,4292
4533,3708
4534,3750
4535,3750
4536,3750
4537,3708
4538,3708
4539,3750
4540,4333
4541,3875
4542,3750
4543,3750
4544,3709
4545,3709
4546,3708
4547,3708
4548,4417
4549,3750
4550,4000
4551,3875
4552,3791
4553,3750
4554,3958
4555,3708
4556,4333
4557,3792
4558,3792
4559,3917
4560,3792
4561,3708
4562,3709
4563,3750
4564,3708
4565,4416
4566,3750
4567,3708
4568,3750
4569,3750
4570,4042
4571,3708
4572,3709
4573,4292
4574,3750
4575,3750
4576,3708
4577,3750
4578,3750
4579,3750
4580,3750
4581,4417
4582,3709
4583,3708
4584,3750
4585,3750
4586,3792
4587,3708
4588,3750
4589,4291
4590,3708
4591,3833
4592,3709
4593,3791
4594,3708
4595,3709
4596,3708
4597,4333
4598,3750
4599,3750
4600,3750
4601,3709
4602,3750
4603,3709
4604,3750
4605,4208
4606,4459
4607,4500
4608,3709
4609,3750
4610,4125
4611,3833
4612,3791
4613,4417
4614,4583
4615,3667
4616,4083
4617,4000
4618,4000
4619,3792
4620,4292
4621,3708
4622,4834
4623,3708
4624,3792
4625,3750
4626,3792
4627,3791
4628,4041
4629,3958
4630,4542
4631,3917
4632,3958
4633,3708
4634,4250
4635,3750
4636,3750
4637,3917
4638,5000
4639,3916
4640,3875
4641,3834
4642,4083
4643,3875
4644,4208
4645,3958
4646,4000
4647,4500
4648,3708
4649,3958
4650,3834
4651,3875
4652,3708
4653,3750
4654,3791
4655,4583
4656,3709
4657,3875
4658,4041
4659,3709
4660,3750
4661,3708
4662,3834
4663,4583
4664,3958
4665,3792
4666,3833
4667,3708
4668,3709
4669,3708
4670,3750
4671,4458
4672,3708
4673,3709
4674,3708
4675,3833
4676,3875
4677,3708
4678,4000
4679,4542
4680,3750
4681,3750
4682,4000
4683,4542
4684,3708
4685,3750
4686,3833
4687,3750
4688,4500
4689,3709
4690,3750
4691,3750
4692,3792
4693,4000
4694,3750
4695,3709
4696,4292
4697,3708
4698,3917
4699,3750
4700,3709
4701,3792
4702,3708
4703,3750
4704,4375
4705,3750
4706,3792
4707,3750
4708,3917
4709,3708
4710,3750
4711,3708
4712,4667
4713,3709
4714,3750
4715,3833
4716,3709
4717,3708
4718,4041
4719,3709
4720,4333
4721,3791
4722,3917
4723,3917
4724,3959
4725,3708
4726,3709
4727,3750
4728,4417
4729,4250
4730,3709
4731,3708
4732,3750
4733,3708
4734,3709
4735,3708
4736,3709
4737,4333
4738,3709
4739,3708
4740,3709
4741,3708
4742,3750
4743,3750
4744,3750
4745,4583
4746,3750
4747,3750
4748,3708
4749,3791
4750,3833
4751,3750
4752,3875
4753,4500
4754,3750
4755,3750
4756,4083
4757,3959
4758,3708
4759,4041
4760,3750
4761,4375
4762,3750
4763,3833
4764,3958
4765,3750
4766,3708
4767,3916
4768,4041
4769,4375
4770,4083
4771,4084
4772,3792
4773,3750
4774,3750
4775,3916
4776,3708
4777,3750
4778,4333
4779,3708
4780,3750
4781,3958
4782,3709
4783,3708
4784,3709
4785,3708
4786,4292
4787,3750
4788,3708
4789,3708
4790,3709
4791,3708
4792,3708
4793,3750
4794,4791
4795,3709
4796,3917
4797,4000
4798,3750
4799,3916
4800,3791
4801,3958
4802,4417
4803,3834
4804,3750
4805,3750
4806,4167
4807,4000
4808,3792
4809,3709
4810,4417
4811,3792
4812,3709
4813,3666
4814,3959
4815,3708
4816,3792
4817,3709
4818,3792
4819,4334
4820,3833
4821,3750
4822,3834
4823,3667
4824,3708
4825,3750
4826,3708
4827,4291
